,property,location,price,area,furnished status,additional details
0,4 BHK Villa in Urbanrise Paradise On Earth,"Gangasandra, Bangalore",3.68 Cr,3009,Under Construction Construction Status,Possession by Jan 2026New
1,3 BHK Villa in Roja Soul Garden,"Chandapura, Bangalore",1.57 Cr,2176,Under Construction Construction Status,Possession by May 2025New
2,3 BHK Villa in Roja Soul Garden,"Chandapura, Bangalore",1.29 Cr,1887,Under Construction Construction Status,Possession by May 2025New
3,3 BHK Apartment in Puravankara BLUBELLE,"Magadi, Bangalore",2.15 Cr,1434,Under Construction Construction Status,Possession by May 20272 BathroomsNew
4,3 BHK Apartment in Puravankara BLUBELLE,"Magadi, Bangalore",2.45 Cr,1630,Under Construction Construction Status,Possession by May 20273 BathroomsNew
5,2 BHK Apartment in Vigor Embassy East Avenue,"Hoodi, Bangalore",1.78 Cr,1155,Under Construction Construction Status,Possession by Sep 2028New
6,3 BHK Apartment in Vigor Embassy East Avenue,"Hoodi, Bangalore",2.64 Cr,1710,Under Construction Construction Status,Possession by Sep 20283 BathroomsNew
7,2 BHK Apartment in Vigor Embassy East Avenue,"Hoodi, Bangalore",2.18 Cr,1416,Under Construction Construction Status,Possession by Sep 2028New
8,2 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",89.82 L,1214,Ready to move Construction Status,3 - 4 years oldNew
9,2 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",87.38 L,1181,Ready to move Construction Status,3 - 4 years oldNew
10,3 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",1 Cr,1365,Ready to move Construction Status,3 - 4 years oldNew
11,2 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",86.64 L,1171,Ready to move Construction Status,3 - 4 years oldNew
12,3 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",1.18 Cr,1599,Ready to move Construction Status,3 - 4 years old3 BathroomsNew
13,3 BHK Apartment in Mahaveer Celesse,"Yelahanka, Bangalore",1.03 Cr,1400,Ready to move Construction Status,3 - 4 years oldNew
14,4 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",3.18 Cr,1890,Under Construction Construction Status,Possession by Dec 2028New
15,2 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",1.73 Cr,1055,Under Construction Construction Status,Possession by Dec 20282 BathroomsNew
16,3 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",2.33 Cr,1380,Under Construction Construction Status,Possession by Dec 20282 BathroomsNew
17,2 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",1.85 Cr,1120,Under Construction Construction Status,Possession by Dec 20282 BathroomsNew
18,4 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",3.28 Cr,1950,Under Construction Construction Status,Possession by Dec 2028New
19,3 BHK Apartment in SNN Estates Felicity,"Jakkur, Bangalore",2.73 Cr,1620,Under Construction Construction Status,Possession by Dec 2028New
20,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.16 Cr,1800,Under Construction Construction Status,Possession by Nov 2026New
21,4 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",3 Cr,2500,Under Construction Construction Status,Possession by Nov 2026New
22,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.62 Cr,2188,Under Construction Construction Status,Possession by Nov 2026New
23,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.92 Cr,1600,Under Construction Construction Status,Possession by Nov 2026New
24,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",73.09 L,1179,Under Construction Construction Status,Possession by Aug 2025New
25,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",74.77 L,1206,Under Construction Construction Status,Possession by Aug 2025New
26,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",89.83 L,1449,Under Construction Construction Status,Possession by Aug 2025New
27,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",75.33 L,1215,Under Construction Construction Status,Possession by Aug 2025New
28,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",88.16 L,1422,Under Construction Construction Status,Possession by Aug 2025New
29,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",84.25 L,1359,Under Construction Construction Status,Possession by Aug 2025New
30,3 BHK Apartment in SS Sathvik Paradise,"Mahadevapura, Bangalore",98.28 L,1404,Under Construction Construction Status,Possession by Jan 2025New
31,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",88.72 L,1431,Under Construction Construction Status,Possession by Aug 2025New
32,3 BHK Apartment in SS Sathvik Paradise,"Mahadevapura, Bangalore",1.01 Cr,1449,Under Construction Construction Status,Possession by Jan 2025New
33,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",92.62 L,1494,Under Construction Construction Status,Possession by Aug 2025New
34,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.08 Cr,1440,Under Construction Construction Status,Possession by Nov 2025New
35,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",88.42 L,1179,Under Construction Construction Status,Possession by Nov 2025New
36,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.12 Cr,1503,Under Construction Construction Status,Possession by Nov 2025New
37,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",85.72 L,1143,Under Construction Construction Status,Possession by Nov 2025New
38,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.01 Cr,1350,Under Construction Construction Status,Possession by Nov 2025New
39,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",87.07 L,1161,Under Construction Construction Status,Possession by Nov 2025New
40,4 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.76 Cr,2300,Under Construction Construction Status,Possession by Nov 2026New
41,2 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.62 Cr,1354,Under Construction Construction Status,Possession by Nov 2026New
42,2 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.3 Cr,1090,Under Construction Construction Status,Possession by Nov 2026New
43,2 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.4 Cr,1170,Under Construction Construction Status,Possession by Nov 2026New
44,2 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.32 Cr,1104,Under Construction Construction Status,Possession by Nov 2026New
45,4 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",3.06 Cr,2553,Under Construction Construction Status,Possession by Nov 2026New
46,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.19 Cr,1826,Under Construction Construction Status,Possession by Nov 2026New
47,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.03 Cr,1693,Under Construction Construction Status,Possession by Nov 2026New
48,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.04 Cr,1700,Under Construction Construction Status,Possession by Nov 2026New
49,3 BHK Independent House in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.52 Cr,2100,Under Construction Construction Status,Possession by Nov 2026New
50,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.93 Cr,1613,Under Construction Construction Status,Possession by Nov 2026New
51,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.93 Cr,1610,Under Construction Construction Status,Possession by Nov 2026New
52,2 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.62 Cr,1350,Under Construction Construction Status,Possession by Nov 2026New
53,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.16 Cr,1800,Under Construction Construction Status,Possession by Nov 2026New
54,4 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",3 Cr,2500,Under Construction Construction Status,Possession by Nov 2026New
55,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",2.62 Cr,2188,Under Construction Construction Status,Possession by Nov 2026New
56,3 BHK Apartment in Bhartiya Nikoo Homes 5,"Thanisandra, Bangalore",1.92 Cr,1600,Under Construction Construction Status,Possession by Nov 2026New
57,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",73.09 L,1179,Under Construction Construction Status,Possession by Aug 2025New
58,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",74.77 L,1206,Under Construction Construction Status,Possession by Aug 2025New
59,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",89.83 L,1449,Under Construction Construction Status,Possession by Aug 2025New
60,2 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",75.33 L,1215,Under Construction Construction Status,Possession by Aug 2025New
61,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",88.16 L,1422,Under Construction Construction Status,Possession by Aug 2025New
62,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",84.25 L,1359,Under Construction Construction Status,Possession by Aug 2025New
63,3 BHK Apartment in SS Sathvik Paradise,"Mahadevapura, Bangalore",98.28 L,1404,Under Construction Construction Status,Possession by Jan 2025New
64,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",88.72 L,1431,Under Construction Construction Status,Possession by Aug 2025New
65,3 BHK Apartment in SS Sathvik Paradise,"Mahadevapura, Bangalore",1.01 Cr,1449,Under Construction Construction Status,Possession by Jan 2025New
66,3 BHK Apartment in Neni Sathvik Signature,"Mahadevpura, Bangalore",92.62 L,1494,Under Construction Construction Status,Possession by Aug 2025New
67,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.08 Cr,1440,Under Construction Construction Status,Possession by Nov 2025New
68,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",88.42 L,1179,Under Construction Construction Status,Possession by Nov 2025New
69,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.12 Cr,1503,Under Construction Construction Status,Possession by Nov 2025New
70,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",85.72 L,1143,Under Construction Construction Status,Possession by Nov 2025New
71,3 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.01 Cr,1350,Under Construction Construction Status,Possession by Nov 2025New
72,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",87.07 L,1161,Under Construction Construction Status,Possession by Nov 2025New
73,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.17 Cr,1566,Under Construction Construction Status,Possession by Nov 2025New
74,2 BHK Apartment in SS Sathviks Nandanam,"Mahadevapura, Bangalore",1.04 Cr,1395,Under Construction Construction Status,Possession by Nov 2025New
75,3 BHK Apartment in SS Siri Homes,"Kithiganur, Bangalore",71.6 L,1377,Under Construction Construction Status,Possession by Feb 2025New
76,2 BHK Apartment in SS Siri Homes,"Kithiganur, Bangalore",62.71 L,1206,Under Construction Construction Status,Possession by Feb 2025New
77,2 BHK Apartment in SS Siri Homes,"Kithiganur, Bangalore",52.41 L,1008,Under Construction Construction Status,Possession by Feb 2025New
78,2 BHK Apartment in SS Siri Homes,"Kithiganur, Bangalore",62.24 L,1197,Under Construction Construction Status,Possession by Feb 2025New
79,1 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",52.99 L,525,Under Construction Construction Status,Possession by Nov 2024New
80,3 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",1.07 Cr,1106,Under Construction Construction Status,Possession by Nov 2024New
81,3 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",1.25 Cr,1308,Under Construction Construction Status,Possession by Nov 2024New
82,2 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",85.99 L,900,Under Construction Construction Status,Possession by Nov 20242 BathroomsNew
83,1 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",65.99 L,684,Under Construction Construction Status,Possession by Nov 20241 BathroomsNew
84,3 BHK Apartment in Provident Park Square,"Talaghattapura, Bangalore",1.09 Cr,1125,Under Construction Construction Status,Possession by Nov 2024New
85,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.34 Cr,1341,Under Construction Construction Status,Possession by Feb 2025New
86,2 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",98.3 L,983,Under Construction Construction Status,Possession by Feb 20252 BathroomsNew
87,2 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",93.3 L,933,Under Construction Construction Status,Possession by Feb 2025New
88,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.18 Cr,1185,Under Construction Construction Status,Possession by Feb 2025New
89,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.82 Cr,1820,Under Construction Construction Status,Possession by Feb 20253 BathroomsNew
90,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.55 Cr,1556,Under Construction Construction Status,Possession by Feb 2025New
91,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.89 Cr,1892,Under Construction Construction Status,Possession by Feb 2025New
92,3 BHK Apartment in Assetz CANVAS & COVE,"Begur, Bangalore",1.5 Cr,1501,Under Construction Construction Status,Possession by Feb 20252 BathroomsNew
93,Residential Plot,"Hebbal Kempapura, Bangalore",90 L,1125,Resale New/Resale,"1 - 2 years old3 open sides 50,000 booking amount"
94,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2399,Ready to move Construction Status,6 - 7 years oldNew
95,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.54 Cr,1299,Ready to move Construction Status,6 - 7 years oldNew
96,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2392,Ready to move Construction Status,6 - 7 years oldNew
97,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.53 Cr,1294,Ready to move Construction Status,6 - 7 years oldNew
98,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.01 Cr,1693,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
99,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.35 Cr,1141,Ready to move Construction Status,6 - 7 years oldNew
100,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.6 Cr,1349,Ready to move Construction Status,6 - 7 years oldNew
101,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.36 Cr,1991,Ready to move Construction Status,6 - 7 years oldNew
102,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.59 Cr,1345,Ready to move Construction Status,6 - 7 years oldNew
103,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.59 Cr,1344,Ready to move Construction Status,6 - 7 years oldNew
104,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.94 Cr,2483,Ready to move Construction Status,6 - 7 years oldNew
105,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.94 Cr,2476,Ready to move Construction Status,6 - 7 years oldNew
106,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1339,Ready to move Construction Status,6 - 7 years oldNew
107,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2399,Ready to move Construction Status,6 - 7 years oldNew
108,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.54 Cr,1299,Ready to move Construction Status,6 - 7 years oldNew
109,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2392,Ready to move Construction Status,6 - 7 years oldNew
110,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.53 Cr,1294,Ready to move Construction Status,6 - 7 years oldNew
111,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.01 Cr,1693,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
112,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.35 Cr,1141,Ready to move Construction Status,6 - 7 years oldNew
113,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.98 Cr,1673,Ready to move Construction Status,6 - 7 years oldNew
114,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.35 Cr,1140,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
115,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.82 Cr,2375,Ready to move Construction Status,6 - 7 years oldNew
116,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.34 Cr,1129,Ready to move Construction Status,6 - 7 years oldNew
117,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.97 Cr,1662,Ready to move Construction Status,6 - 7 years oldNew
118,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.35 Cr,1138,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
119,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.97 Cr,1666,Ready to move Construction Status,6 - 7 years oldNew
120,4 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",2.22 Cr,3122,Ready to move Construction Status,4 - 5 years old4 BathroomsNew
121,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",3.05 Cr,2265,Ready to move Construction Status,2 - 3 years oldNew
122,4 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",3.17 Cr,4237,Ready to move Construction Status,4 - 5 years old4 BathroomsNew
123,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.47 Cr,1830,Ready to move Construction Status,2 - 3 years oldNew
124,3 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",1.87 Cr,2639,Ready to move Construction Status,4 - 5 years oldNew
125,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",3.12 Cr,2315,Ready to move Construction Status,2 - 3 years oldNew
126,4 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",2.75 Cr,3286,Ready to move Construction Status,4 - 5 years oldNew
127,4 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",3.86 Cr,2860,Ready to move Construction Status,2 - 3 years oldNew
128,3 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",2.33 Cr,2784,Ready to move Construction Status,4 - 5 years oldNew
129,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.52 Cr,1870,Ready to move Construction Status,2 - 3 years oldNew
130,4 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",2.8 Cr,3347,Ready to move Construction Status,4 - 5 years oldNew
131,4 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",3.84 Cr,2850,Ready to move Construction Status,2 - 3 years oldNew
132,3 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",2.34 Cr,2795,Ready to move Construction Status,4 - 5 years old3 BathroomsNew
133,4 BHK Villa in Prestige Woodside,"Yelahanka, Bangalore",3.07 Cr,3667,Ready to move Construction Status,4 - 5 years oldNew
134,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",3.14 Cr,2330,Ready to move Construction Status,2 - 3 years oldNew
135,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.53 Cr,1875,Ready to move Construction Status,2 - 3 years oldNew
136,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.45 Cr,1815,Ready to move Construction Status,2 - 3 years oldNew
137,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.51 Cr,1860,Ready to move Construction Status,2 - 3 years oldNew
138,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1333,Ready to move Construction Status,6 - 7 years oldNew
139,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1335,Ready to move Construction Status,6 - 7 years oldNew
140,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.45 Cr,1815,Ready to move Construction Status,2 - 3 years oldNew
141,3 BHK Apartment in Vaswani Exquisite,"Whitefield Hope Farm Junction, Bangalore",2.51 Cr,1860,Ready to move Construction Status,2 - 3 years oldNew
142,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1333,Ready to move Construction Status,6 - 7 years oldNew
143,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1335,Ready to move Construction Status,6 - 7 years oldNew
144,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.91 Cr,1615,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
145,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.88 Cr,1587,Ready to move Construction Status,6 - 7 years oldNew
146,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.6 Cr,1351,Ready to move Construction Status,6 - 7 years oldNew
147,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.35 Cr,1987,Ready to move Construction Status,6 - 7 years oldNew
148,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.6 Cr,1349,Ready to move Construction Status,6 - 7 years oldNew
149,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.36 Cr,1991,Ready to move Construction Status,6 - 7 years oldNew
150,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.59 Cr,1345,Ready to move Construction Status,6 - 7 years oldNew
151,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.59 Cr,1344,Ready to move Construction Status,6 - 7 years oldNew
152,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.94 Cr,2483,Ready to move Construction Status,6 - 7 years oldNew
153,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.94 Cr,2476,Ready to move Construction Status,6 - 7 years oldNew
154,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.58 Cr,1339,Ready to move Construction Status,6 - 7 years oldNew
155,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2399,Ready to move Construction Status,6 - 7 years oldNew
156,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.54 Cr,1299,Ready to move Construction Status,6 - 7 years oldNew
157,4 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.84 Cr,2392,Ready to move Construction Status,6 - 7 years oldNew
158,2 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",1.53 Cr,1294,Ready to move Construction Status,6 - 7 years oldNew
159,3 BHK Apartment in Prestige Misty Waters,"Hebbal, Bangalore",2.01 Cr,1693,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
160,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",62.14 L,804,Ready to move Construction Status,0 - 1 year oldNew
161,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",90.59 L,1172,Ready to move Construction Status,0 - 1 year oldNew
162,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",91.44 L,1183,Ready to move Construction Status,0 - 1 year oldNew
163,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",91.67 L,1186,Ready to move Construction Status,0 - 1 year oldNew
164,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.37 Cr,1781,Ready to move Construction Status,0 - 1 year oldNew
165,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",89.51 L,1158,Ready to move Construction Status,0 - 1 year oldNew
166,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.4 Cr,1822,Ready to move Construction Status,0 - 1 year oldNew
167,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",95.54 L,1236,Ready to move Construction Status,0 - 1 year oldNew
168,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",90.28 L,1168,Ready to move Construction Status,0 - 1 year oldNew
169,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.16 Cr,1506,Ready to move Construction Status,0 - 1 year oldNew
170,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.34 Cr,1739,Ready to move Construction Status,0 - 1 year oldNew
171,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.18 Cr,1529,Ready to move Construction Status,0 - 1 year oldNew
172,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",83.63 L,1082,Ready to move Construction Status,0 - 1 year oldNew
173,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",81.93 L,1060,Ready to move Construction Status,0 - 1 year oldNew
174,3 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",1.33 Cr,1728,Ready to move Construction Status,0 - 1 year oldNew
175,2 BHK Apartment in Adarsh Pinecourt,"Chikkagubbi on Hennur Main Road, Bangalore",62.92 L,814,Ready to move Construction Status,0 - 1 year oldNew
176,4 BHK Apartment in Sobha Royal Pavilion Phase 8 Wing 15,"Sarjapur Road Wipro To Railway Crossing, Bangalore",2.2 Cr,1633,Under Construction Construction Status,Possession by May 2026New
177,2 BHK Apartment in Sobha Royal Pavilion Phase 8 Wing 15,"Sarjapur Road Wipro To Railway Crossing, Bangalore",1.2 Cr,934,Under Construction Construction Status,Possession by May 2026New
178,3 BHK Apartment in Sobha Royal Pavilion Phase 8 Wing 15,"Sarjapur Road Wipro To Railway Crossing, Bangalore",1.55 Cr,1401,Under Construction Construction Status,Possession by May 2026New
179,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",2.15 Cr,2150,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
180,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",1.65 Cr,1650,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
181,2 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",1.25 Cr,1250,Ready to move Construction Status,1 - 2 years old2 BathroomsNew
182,1 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",60 L,600,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
183,1 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",70 L,700,Ready to move Construction Status,1 - 2 years old1 BathroomsNew
184,2 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",1.3 Cr,1300,Ready to move Construction Status,1 - 2 years old2 BathroomsNew
185,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",1.7 Cr,1700,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
186,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",1.5 Cr,1500,Ready to move Construction Status,1 - 2 years oldNew
187,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",2 Cr,2000,Ready to move Construction Status,1 - 2 years oldNew
188,3 BHK Apartment in Shriram Blue,"Krishnarajapura, Bangalore",3.15 Cr,3150,Ready to move Construction Status,1 - 2 years oldNew
